Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Target_Age_Group,Budget (USD),Impressions,Clicks,Conversions,Revenue (USD),Region,Campaign_Duration,CTR,Conversion_Rate,ROI,Campaign_Status,Revenue_per_Dollar,Efficiency_Bucket
MKT4846,Campaign_190,2024-06-12,2024-07-07,Google Ads,18-25,18416,799053,149107,41551,32086.98,South,25,0.19,0.28,0.74,Profitable,1.74,Break-even
MKT4847,Campaign_276,2024-08-14,2024-09-06,Radio,36-45,19523,923276,156583,30645,25995.29,East,23,0.17,0.2,0.33,Profitable,1.33,Break-even
MKT4848,Campaign_47,2024-04-26,2024-05-07,TV,26-35,7871,124499,19726,4172,7741.43,West,11,0.16,0.21,-0.02,Loss Making,0.98,Loss
MKT4849,Campaign_298,2024-06-06,2024-06-19,Social Media,26-35,11740,621320,90832,6224,24910.09,East,13,0.15,0.07,1.12,Profitable,2.12,High Return
MKT4850,Campaign_355,2024-09-21,2024-10-02,Influencer,26-35,12387,344762,58255,1892,8711.14,East,11,0.17,0.03,-0.3,Loss Making,0.7,Loss
MKT4851,Campaign_197,2024-04-01,2024-04-25,Google Ads,26-35,4364,964624,153209,28054,6671.02,East,24,0.16,0.18,0.53,Profitable,1.53,Break-even
MKT4852,Campaign_211,2024-04-12,2024-04-26,TV,18-25,7734,114473,11251,2180,18667.14,South,14,0.1,0.19,1.41,Profitable,2.41,High Return
MKT4853,Campaign_67,2024-09-25,2024-10-07,Email,46-60,16879,416711,22568,2167,15455.73,North,12,0.05,0.1,-0.08,Loss Making,0.92,Loss
MKT4854,Campaign_144,2024-12-14,2025-01-06,Email,26-35,7817,267570,39511,4956,5062.86,West,23,0.15,0.13,-0.35,Loss Making,0.65,Loss
MKT4855,Campaign_207,2024-11-22,2024-12-07,Radio,46-60,6605,356841,13789,1577,12840.88,North,15,0.04,0.11,0.94,Profitable,1.94,Break-even
MKT4856,Campaign_46,2024-05-17,2024-06-16,Influencer,26-35,4123,507913,17692,1192,5205.92,East,30,0.03,0.07,0.26,Profitable,1.26,Break-even
MKT4857,Campaign_260,2024-07-06,2024-07-17,Google Ads,36-45,12916,187704,15730,3047,25862.09,Central,11,0.08,0.19,1.0,Profitable,2.0,Break-even
MKT4858,Campaign_421,2024-05-05,2024-05-25,Google Ads,46-60,6520,278928,4672,479,12704.56,South,20,0.02,0.1,0.95,Profitable,1.95,Break-even
MKT4859,Campaign_185,2024-05-01,2024-05-12,TV,18-25,8395,652575,8634,753,15212.13,North,11,0.01,0.09,0.81,Profitable,1.81,Break-even
MKT4860,Campaign_468,2024-11-05,2024-11-19,TV,36-45,7433,290974,5757,878,14895.87,South,14,0.02,0.15,1.0,Profitable,2.0,Break-even
MKT4861,Campaign_215,2024-10-14,2024-10-31,Social Media,36-45,12721,431365,23972,2816,20476.1,East,17,0.06,0.12,0.61,Profitable,1.61,Break-even
MKT4862,Campaign_270,2024-03-19,2024-04-15,Google Ads,26-35,19475,825698,77090,12616,24910.41,Central,27,0.09,0.16,0.28,Profitable,1.28,Break-even
MKT4863,Campaign_287,2024-01-22,2024-02-02,Google Ads,36-45,7832,875720,152434,10473,12133.73,West,11,0.17,0.07,0.55,Profitable,1.55,Break-even
MKT4864,Campaign_236,2024-11-15,2024-11-29,TV,46-60,19940,716526,46501,4564,28153.34,North,14,0.06,0.1,0.41,Profitable,1.41,Break-even
MKT4865,Campaign_466,2024-07-08,2024-07-18,Email,46-60,1508,359330,31747,8039,1800.58,East,10,0.09,0.25,0.19,Profitable,1.19,Break-even
MKT4866,Campaign_166,2024-09-21,2024-10-20,Radio,18-25,11586,570891,106944,27974,17305.71,West,29,0.19,0.26,0.49,Profitable,1.49,Break-even
MKT4867,Campaign_405,2024-12-30,2025-01-13,Social Media,26-35,10485,200506,3610,287,6527.09,South,14,0.02,0.08,-0.38,Loss Making,0.62,Loss
MKT4868,Campaign_123,2024-12-19,2024-12-31,Radio,18-25,15076,903991,105860,26788,10575.21,North,12,0.12,0.25,-0.3,Loss Making,0.7,Loss
MKT4869,Campaign_435,2024-05-06,2024-05-28,Social Media,36-45,3573,808778,111299,27028,7825.81,Central,22,0.14,0.24,1.19,Profitable,2.19,High Return
MKT4870,Campaign_368,2024-03-16,2024-03-27,Social Media,46-60,5377,865352,32397,1805,7110.09,North,11,0.04,0.06,0.32,Profitable,1.32,Break-even
MKT4871,Campaign_439,2024-03-02,2024-03-20,Email,26-35,11809,322419,11577,992,19948.24,East,18,0.04,0.09,0.69,Profitable,1.69,Break-even
MKT4872,Campaign_88,2024-05-27,2024-06-13,Email,26-35,5309,821595,117871,1694,3679.24,South,17,0.14,0.01,-0.31,Loss Making,0.69,Loss
MKT4873,Campaign_67,2024-08-17,2024-09-12,Radio,26-35,6279,287618,39068,4162,11185.33,Central,26,0.14,0.11,0.78,Profitable,1.78,Break-even
MKT4874,Campaign_429,2024-09-07,2024-10-05,Email,26-35,8544,805798,32829,3400,10776.25,East,28,0.04,0.1,0.26,Profitable,1.26,Break-even
MKT4875,Campaign_326,2024-09-05,2024-09-28,Social Media,36-45,10004,437712,65524,15853,10721.82,Central,23,0.15,0.24,0.07,Profitable,1.07,Break-even
MKT4876,Campaign_461,2024-10-02,2024-10-31,TV,46-60,12891,236000,19218,5236,6535.12,Central,29,0.08,0.27,-0.49,Loss Making,0.51,Loss
MKT4877,Campaign_97,2024-01-01,2024-01-31,TV,18-25,2761,421158,23895,6682,3460.74,Central,30,0.06,0.28,0.25,Profitable,1.25,Break-even
MKT4878,Campaign_66,2024-09-05,2024-09-21,Email,36-45,16397,890294,131377,17368,24263.73,West,16,0.15,0.13,0.48,Profitable,1.48,Break-even
MKT4879,Campaign_478,2024-04-11,2024-05-04,Social Media,26-35,11526,861078,106482,17900,16613.43,East,23,0.12,0.17,0.44,Profitable,1.44,Break-even
MKT4880,Campaign_231,2024-08-20,2024-09-05,Radio,26-35,7365,536857,21301,1938,6130.28,East,16,0.04,0.09,-0.17,Loss Making,0.83,Loss
MKT4881,Campaign_82,2024-03-25,2024-04-09,Social Media,26-35,18106,765730,122064,8188,43049.21,South,15,0.16,0.07,1.38,Profitable,2.38,High Return
MKT4882,Campaign_167,2024-03-31,2024-04-15,Social Media,36-45,1915,413473,15490,3216,3912.0,Central,15,0.04,0.21,1.04,Profitable,2.04,High Return
MKT4883,Campaign_442,2024-12-27,2025-01-15,Email,18-25,10807,88024,3753,405,8870.44,East,19,0.04,0.11,-0.18,Loss Making,0.82,Loss
MKT4884,Campaign_303,2024-03-20,2024-04-07,Google Ads,46-60,1861,557778,76089,14993,1751.26,West,18,0.14,0.2,-0.06,Loss Making,0.94,Loss
MKT4885,Campaign_362,2024-04-26,2024-05-26,Google Ads,18-25,14598,963027,38223,11083,27490.0,East,30,0.04,0.29,0.88,Profitable,1.88,Break-even
MKT4886,Campaign_101,2024-11-25,2024-12-19,Google Ads,18-25,7447,910797,68292,16902,14557.51,East,24,0.07,0.25,0.95,Profitable,1.95,Break-even
MKT4887,Campaign_476,2024-04-29,2024-05-15,Influencer,46-60,12967,836030,107501,23875,27402.62,Central,16,0.13,0.22,1.11,Profitable,2.11,High Return
MKT4888,Campaign_313,2024-01-12,2024-02-01,Social Media,18-25,9780,366807,42793,4912,11649.27,Central,20,0.12,0.11,0.19,Profitable,1.19,Break-even
MKT4889,Campaign_261,2024-12-24,2025-01-08,Google Ads,46-60,8372,200740,30271,6280,4420.56,South,15,0.15,0.21,-0.47,Loss Making,0.53,Loss
MKT4890,Campaign_247,2024-01-03,2024-01-30,TV,18-25,15278,642295,105685,16471,16743.99,Central,27,0.16,0.16,0.1,Profitable,1.1,Break-even
MKT4891,Campaign_349,2024-08-21,2024-09-09,TV,36-45,4210,291938,33300,7478,10138.86,South,19,0.11,0.22,1.41,Profitable,2.41,High Return
MKT4892,Campaign_195,2024-07-04,2024-07-15,Radio,46-60,5468,706854,119664,17092,12999.78,Central,11,0.17,0.14,1.38,Profitable,2.38,High Return
MKT4893,Campaign_479,2024-12-04,2024-12-14,Influencer,26-35,5265,720397,100713,24455,9320.52,East,10,0.14,0.24,0.77,Profitable,1.77,Break-even
MKT4894,Campaign_362,2024-05-15,2024-06-14,Email,18-25,13057,382335,57497,3541,14448.39,North,30,0.15,0.06,0.11,Profitable,1.11,Break-even
MKT4895,Campaign_37,2024-03-14,2024-04-06,Influencer,46-60,14791,949886,125880,2214,26545.79,West,23,0.13,0.02,0.79,Profitable,1.79,Break-even
MKT4896,Campaign_292,2024-05-15,2024-05-26,Influencer,36-45,14182,326897,33322,2733,19125.73,Central,11,0.1,0.08,0.35,Profitable,1.35,Break-even
MKT4897,Campaign_137,2024-03-28,2024-04-16,Google Ads,26-35,1768,461071,32658,8380,3474.13,South,19,0.07,0.26,0.97,Profitable,1.97,Break-even
MKT4898,Campaign_72,2024-07-27,2024-08-26,Email,36-45,10777,920663,19467,3953,24673.25,South,30,0.02,0.2,1.29,Profitable,2.29,High Return
MKT4899,Campaign_393,2024-04-16,2024-05-11,Email,36-45,9732,209296,33702,757,6130.35,South,25,0.16,0.02,-0.37,Loss Making,0.63,Loss
MKT4900,Campaign_347,2024-07-29,2024-08-25,Social Media,18-25,12965,262465,38859,11073,25863.62,Central,27,0.15,0.28,0.99,Profitable,1.99,Break-even
MKT4901,Campaign_96,2024-03-24,2024-04-14,Social Media,46-60,15556,305410,28471,4111,21307.55,East,21,0.09,0.14,0.37,Profitable,1.37,Break-even
MKT4902,Campaign_334,2024-11-16,2024-12-08,Google Ads,36-45,17589,443667,57312,15018,10096.57,South,22,0.13,0.26,-0.43,Loss Making,0.57,Loss
MKT4903,Campaign_338,2024-01-16,2024-02-09,Radio,18-25,3267,778776,13212,650,8164.51,North,24,0.02,0.05,1.5,Profitable,2.5,High Return
MKT4904,Campaign_497,2024-05-28,2024-06-23,Email,36-45,10742,998224,34419,1466,16312.1,West,26,0.03,0.04,0.52,Profitable,1.52,Break-even
MKT4905,Campaign_158,2024-10-27,2024-11-26,Email,18-25,9394,622549,14455,373,22901.54,East,30,0.02,0.03,1.44,Profitable,2.44,High Return
MKT4906,Campaign_371,2024-02-01,2024-02-25,Social Media,26-35,10615,972084,115000,34473,11320.46,North,24,0.12,0.3,0.07,Profitable,1.07,Break-even
MKT4907,Campaign_308,2024-04-16,2024-04-26,Influencer,46-60,2854,941320,56790,2710,1763.75,East,10,0.06,0.05,-0.38,Loss Making,0.62,Loss
MKT4908,Campaign_21,2024-12-09,2024-12-27,Influencer,26-35,1957,849610,64674,15385,1827.94,North,18,0.08,0.24,-0.07,Loss Making,0.93,Loss
MKT4909,Campaign_187,2024-09-24,2024-10-20,TV,36-45,13682,445427,5759,776,33292.85,North,26,0.01,0.13,1.43,Profitable,2.43,High Return
MKT4910,Campaign_184,2024-11-27,2024-12-10,Google Ads,18-25,18117,249016,18839,581,23665.79,East,13,0.08,0.03,0.31,Profitable,1.31,Break-even
MKT4911,Campaign_291,2024-06-28,2024-07-11,Google Ads,26-35,16536,64264,9010,260,34012.47,West,13,0.14,0.03,1.06,Profitable,2.06,High Return
MKT4912,Campaign_277,2024-07-17,2024-07-30,Email,36-45,4849,93123,16982,2309,10813.46,North,13,0.18,0.14,1.23,Profitable,2.23,High Return
MKT4913,Campaign_242,2024-02-19,2024-03-08,Social Media,36-45,7317,286032,8939,1107,13129.0,Central,18,0.03,0.12,0.79,Profitable,1.79,Break-even
MKT4914,Campaign_216,2024-06-15,2024-06-25,Influencer,36-45,7120,343024,26095,1180,13510.42,West,10,0.08,0.05,0.9,Profitable,1.9,Break-even
MKT4915,Campaign_255,2024-04-12,2024-05-07,Email,26-35,1225,470022,17652,3932,1949.56,South,25,0.04,0.22,0.59,Profitable,1.59,Break-even
MKT4916,Campaign_157,2024-06-13,2024-06-28,Google Ads,18-25,17959,468181,68658,1373,30879.05,Central,15,0.15,0.02,0.72,Profitable,1.72,Break-even
MKT4917,Campaign_346,2024-10-30,2024-11-13,Google Ads,26-35,14353,50869,1466,21,33892.55,South,14,0.03,0.01,1.36,Profitable,2.36,High Return
MKT4918,Campaign_377,2024-12-01,2024-12-30,Radio,26-35,4223,999770,156841,39653,8636.82,North,29,0.16,0.25,1.05,Profitable,2.05,High Return
MKT4919,Campaign_14,2024-10-31,2024-11-29,Influencer,18-25,15800,997226,143985,42942,26456.51,South,29,0.14,0.3,0.67,Profitable,1.67,Break-even
MKT4920,Campaign_339,2024-12-24,2025-01-23,Social Media,46-60,3519,361724,52412,13649,3567.53,East,30,0.14,0.26,0.01,Profitable,1.01,Break-even
MKT4921,Campaign_77,2024-07-01,2024-07-19,Influencer,26-35,11838,870700,15978,2037,12088.94,East,18,0.02,0.13,0.02,Profitable,1.02,Break-even
MKT4922,Campaign_89,2024-09-02,2024-09-19,Radio,46-60,13901,890643,82914,7524,8689.57,Central,17,0.09,0.09,-0.37,Loss Making,0.63,Loss
MKT4923,Campaign_43,2024-01-20,2024-02-09,Email,26-35,5445,742785,131334,6965,5674.67,Central,20,0.18,0.05,0.04,Profitable,1.04,Break-even
MKT4924,Campaign_10,2024-08-06,2024-08-31,TV,46-60,17929,254925,34672,4926,27165.98,Central,25,0.14,0.14,0.52,Profitable,1.52,Break-even
MKT4925,Campaign_6,2024-09-09,2024-09-19,Radio,26-35,2763,537766,67671,5054,3362.63,East,10,0.13,0.07,0.22,Profitable,1.22,Break-even
MKT4926,Campaign_367,2024-12-21,2025-01-07,Social Media,18-25,15889,614329,26968,4664,29294.02,East,17,0.04,0.17,0.84,Profitable,1.84,Break-even
MKT4927,Campaign_406,2024-08-09,2024-08-31,Email,46-60,1529,96345,9131,2672,1226.35,South,22,0.09,0.29,-0.2,Loss Making,0.8,Loss
MKT4928,Campaign_416,2024-06-15,2024-06-28,Influencer,26-35,14145,70760,12560,2173,31499.99,West,13,0.18,0.17,1.23,Profitable,2.23,High Return
MKT4929,Campaign_487,2024-10-27,2024-11-19,Email,18-25,19175,294026,3032,240,10621.64,North,23,0.01,0.08,-0.45,Loss Making,0.55,Loss
MKT4930,Campaign_291,2024-04-02,2024-05-02,Influencer,46-60,16840,236862,36454,582,26224.32,West,30,0.15,0.02,0.56,Profitable,1.56,Break-even
MKT4931,Campaign_118,2024-04-15,2024-05-01,Radio,36-45,13816,420038,60241,11831,20536.83,North,16,0.14,0.2,0.49,Profitable,1.49,Break-even
MKT4932,Campaign_5,2024-06-23,2024-07-14,Email,18-25,12133,881868,163213,33759,7360.83,North,21,0.19,0.21,-0.39,Loss Making,0.61,Loss
MKT4933,Campaign_112,2024-01-23,2024-02-15,Influencer,26-35,2571,735448,106524,24593,5550.54,East,23,0.14,0.23,1.16,Profitable,2.16,High Return
MKT4934,Campaign_180,2024-07-08,2024-07-31,Google Ads,36-45,19805,795182,51452,1522,14925.22,North,23,0.06,0.03,-0.25,Loss Making,0.75,Loss
MKT4935,Campaign_109,2024-08-01,2024-08-13,TV,18-25,1421,743128,32854,6385,3417.58,East,12,0.04,0.19,1.41,Profitable,2.41,High Return
MKT4936,Campaign_313,2024-01-22,2024-02-15,TV,18-25,4855,809352,105026,4387,11149.56,Central,24,0.13,0.04,1.3,Profitable,2.3,High Return
MKT4937,Campaign_159,2024-11-08,2024-12-05,Social Media,46-60,18100,286328,36044,2837,39370.59,West,27,0.13,0.08,1.18,Profitable,2.18,High Return
MKT4938,Campaign_48,2024-08-18,2024-09-11,Google Ads,18-25,16670,466606,43575,5128,40642.95,North,24,0.09,0.12,1.44,Profitable,2.44,High Return
MKT4939,Campaign_342,2024-01-21,2024-02-08,Social Media,46-60,7523,783650,138042,14687,10468.63,East,18,0.18,0.11,0.39,Profitable,1.39,Break-even
MKT4940,Campaign_331,2024-12-06,2024-12-20,Social Media,36-45,18641,269826,44903,5575,43142.45,North,14,0.17,0.12,1.31,Profitable,2.31,High Return
MKT4941,Campaign_485,2024-10-25,2024-11-05,Social Media,46-60,10539,592185,54229,13914,23870.61,West,11,0.09,0.26,1.26,Profitable,2.26,High Return
MKT4942,Campaign_242,2024-07-07,2024-07-23,Google Ads,18-25,9137,281278,38159,11237,13592.24,East,16,0.14,0.29,0.49,Profitable,1.49,Break-even
MKT4943,Campaign_104,2024-11-02,2024-11-16,TV,18-25,4429,189076,3928,660,8969.19,Central,14,0.02,0.17,1.03,Profitable,2.03,High Return
MKT4944,Campaign_367,2024-01-14,2024-01-30,TV,18-25,4790,13207,757,39,10685.89,North,16,0.06,0.05,1.23,Profitable,2.23,High Return
MKT4945,Campaign_258,2024-03-18,2024-04-04,Google Ads,18-25,1315,636292,89219,1528,1877.92,West,17,0.14,0.02,0.43,Profitable,1.43,Break-even
MKT4946,Campaign_251,2024-12-26,2025-01-21,Radio,36-45,14125,427947,11139,171,31923.91,North,26,0.03,0.02,1.26,Profitable,2.26,High Return
MKT4947,Campaign_134,2024-06-08,2024-06-26,Radio,18-25,8319,832164,101604,22963,15907.46,East,18,0.12,0.23,0.91,Profitable,1.91,Break-even
MKT4948,Campaign_455,2024-07-23,2024-08-04,TV,26-35,6534,498886,70375,18694,4995.03,South,12,0.14,0.27,-0.24,Loss Making,0.76,Loss
MKT4949,Campaign_54,2024-01-10,2024-01-30,Google Ads,18-25,13503,30266,4590,285,24297.03,South,20,0.15,0.06,0.8,Profitable,1.8,Break-even
MKT4950,Campaign_436,2024-07-30,2024-08-20,Influencer,36-45,5656,956693,26111,4277,6414.63,Central,21,0.03,0.16,0.13,Profitable,1.13,Break-even
MKT4951,Campaign_277,2024-09-16,2024-10-08,Google Ads,26-35,15738,297759,22907,6053,38192.64,South,22,0.08,0.26,1.43,Profitable,2.43,High Return
MKT4952,Campaign_273,2024-01-22,2024-02-06,Social Media,36-45,15447,440565,11458,2237,17104.8,Central,15,0.03,0.2,0.11,Profitable,1.11,Break-even
MKT4953,Campaign_115,2024-04-24,2024-05-18,Social Media,46-60,3029,546965,39690,4304,6227.1,North,24,0.07,0.11,1.06,Profitable,2.06,High Return
MKT4954,Campaign_240,2024-11-04,2024-11-23,TV,46-60,4430,564306,82339,16438,3807.33,South,19,0.15,0.2,-0.14,Loss Making,0.86,Loss
MKT4955,Campaign_294,2024-01-09,2024-01-19,Social Media,36-45,6437,683480,70103,19746,7620.02,Central,10,0.1,0.28,0.18,Profitable,1.18,Break-even
MKT4956,Campaign_434,2024-04-13,2024-05-02,TV,18-25,3273,837843,163827,47241,2365.47,East,19,0.2,0.29,-0.28,Loss Making,0.72,Loss
MKT4957,Campaign_417,2024-08-06,2024-08-31,TV,18-25,14398,56372,1512,180,32889.64,Central,25,0.03,0.12,1.28,Profitable,2.28,High Return
MKT4958,Campaign_448,2024-06-11,2024-07-07,Radio,46-60,6245,749960,51734,11545,13708.17,Central,26,0.07,0.22,1.2,Profitable,2.2,High Return
MKT4959,Campaign_185,2024-10-09,2024-10-23,Radio,26-35,11801,272713,39124,10790,20721.46,Central,14,0.14,0.28,0.76,Profitable,1.76,Break-even
MKT4960,Campaign_154,2024-05-30,2024-06-29,Google Ads,18-25,19817,587277,50439,8213,45783.74,South,30,0.09,0.16,1.31,Profitable,2.31,High Return
MKT4961,Campaign_383,2024-05-09,2024-05-31,TV,18-25,4925,279997,18451,3026,12277.36,Central,22,0.07,0.16,1.49,Profitable,2.49,High Return
MKT4962,Campaign_71,2024-11-05,2024-11-27,Google Ads,26-35,19215,754148,135388,35346,22848.68,South,22,0.18,0.26,0.19,Profitable,1.19,Break-even
MKT4963,Campaign_480,2024-04-13,2024-04-23,TV,18-25,4421,657987,11886,1123,6868.98,West,10,0.02,0.09,0.55,Profitable,1.55,Break-even
MKT4964,Campaign_255,2024-09-21,2024-10-14,Email,18-25,3035,550661,79873,15560,2888.67,East,23,0.15,0.19,-0.05,Loss Making,0.95,Loss
MKT4965,Campaign_493,2024-05-02,2024-05-20,Google Ads,18-25,18295,166203,20700,4082,18348.8,South,18,0.12,0.2,0.0,Profitable,1.0,Loss
MKT4966,Campaign_140,2024-02-14,2024-03-11,Social Media,26-35,19352,556178,16979,3373,38810.94,West,26,0.03,0.2,1.01,Profitable,2.01,High Return
MKT4967,Campaign_363,2024-06-06,2024-06-20,Google Ads,18-25,11109,243175,26751,1298,23790.59,West,14,0.11,0.05,1.14,Profitable,2.14,High Return
MKT4968,Campaign_305,2024-07-01,2024-07-12,Influencer,18-25,17658,458584,43554,11388,20626.27,West,11,0.09,0.26,0.17,Profitable,1.17,Break-even
MKT4969,Campaign_18,2024-06-13,2024-06-29,Influencer,36-45,13575,757613,16162,1192,30099.26,West,16,0.02,0.07,1.22,Profitable,2.22,High Return
MKT4970,Campaign_107,2024-04-21,2024-05-13,Email,36-45,9296,504679,31976,9547,18861.23,South,22,0.06,0.3,1.03,Profitable,2.03,High Return
MKT4971,Campaign_48,2024-08-10,2024-08-27,Social Media,36-45,14623,753212,16747,1504,33076.33,West,17,0.02,0.09,1.26,Profitable,2.26,High Return
MKT4972,Campaign_407,2024-12-19,2025-01-03,Influencer,36-45,14650,326390,37103,1180,22780.59,South,15,0.11,0.03,0.55,Profitable,1.55,Break-even
MKT4973,Campaign_357,2024-08-18,2024-09-08,Influencer,46-60,7650,73096,11320,337,17142.2,West,21,0.15,0.03,1.24,Profitable,2.24,High Return
MKT4974,Campaign_201,2024-01-16,2024-01-28,TV,36-45,13381,331466,4930,1086,8333.74,North,12,0.01,0.22,-0.38,Loss Making,0.62,Loss
MKT4975,Campaign_373,2024-10-28,2024-11-11,Google Ads,46-60,7627,958882,164264,17365,12973.68,Central,14,0.17,0.11,0.7,Profitable,1.7,Break-even
MKT4976,Campaign_472,2024-08-06,2024-08-20,TV,26-35,16527,510777,51549,5426,8268.38,Central,14,0.1,0.11,-0.5,Loss Making,0.5,Loss
MKT4977,Campaign_115,2024-06-01,2024-06-26,Email,36-45,4751,938983,43869,3906,10718.95,East,25,0.05,0.09,1.26,Profitable,2.26,High Return
MKT4978,Campaign_400,2024-03-06,2024-04-02,Influencer,26-35,12667,846381,139211,32538,30758.3,West,27,0.16,0.23,1.43,Profitable,2.43,High Return
MKT4979,Campaign_93,2024-10-18,2024-11-04,Influencer,46-60,12860,417364,18348,2151,12906.88,West,17,0.04,0.12,0.0,Profitable,1.0,Loss
MKT4980,Campaign_346,2024-05-12,2024-05-22,Social Media,36-45,17717,802708,158602,27914,30298.07,Central,10,0.2,0.18,0.71,Profitable,1.71,Break-even
MKT4981,Campaign_185,2024-11-13,2024-12-04,Google Ads,26-35,10777,668904,126041,7883,6446.69,West,21,0.19,0.06,-0.4,Loss Making,0.6,Loss
MKT4982,Campaign_297,2024-05-14,2024-06-07,Email,36-45,9518,528914,92276,10504,21440.61,East,24,0.17,0.11,1.25,Profitable,2.25,High Return
MKT4983,Campaign_358,2024-04-12,2024-05-11,Influencer,18-25,19422,773945,104065,12662,36561.29,North,29,0.13,0.12,0.88,Profitable,1.88,Break-even
MKT4984,Campaign_311,2024-03-25,2024-04-18,Email,36-45,17758,576413,42032,9229,39641.16,South,24,0.07,0.22,1.23,Profitable,2.23,High Return
MKT4985,Campaign_266,2024-08-18,2024-08-30,Google Ads,26-35,9733,245625,3606,896,16932.99,East,12,0.01,0.25,0.74,Profitable,1.74,Break-even
MKT4986,Campaign_340,2024-08-26,2024-09-12,Radio,36-45,9857,925249,158196,38426,6124.9,East,17,0.17,0.24,-0.38,Loss Making,0.62,Loss
MKT4987,Campaign_316,2024-05-12,2024-06-08,Email,36-45,17893,560667,46644,10259,31414.27,West,27,0.08,0.22,0.76,Profitable,1.76,Break-even
MKT4988,Campaign_365,2024-10-12,2024-11-11,Radio,18-25,15790,430026,20589,5562,15946.05,Central,30,0.05,0.27,0.01,Profitable,1.01,Break-even
MKT4989,Campaign_337,2024-03-30,2024-04-24,Social Media,36-45,16248,118632,3698,514,22945.55,West,25,0.03,0.14,0.41,Profitable,1.41,Break-even
MKT4990,Campaign_246,2024-10-01,2024-10-13,Google Ads,46-60,14227,174479,3898,591,17871.55,North,12,0.02,0.15,0.26,Profitable,1.26,Break-even
MKT4991,Campaign_243,2024-02-13,2024-03-01,Influencer,46-60,3066,315936,4363,853,2854.45,South,17,0.01,0.2,-0.07,Loss Making,0.93,Loss
MKT4992,Campaign_39,2024-10-18,2024-10-31,TV,46-60,4941,454803,19204,4350,9002.52,West,13,0.04,0.23,0.82,Profitable,1.82,Break-even
MKT4993,Campaign_317,2024-10-06,2024-11-01,Influencer,46-60,13887,190662,35803,1147,10793.42,West,26,0.19,0.03,-0.22,Loss Making,0.78,Loss
MKT4994,Campaign_160,2024-08-25,2024-09-22,Influencer,26-35,9442,528033,45894,13437,22252.8,South,28,0.09,0.29,1.36,Profitable,2.36,High Return
MKT4995,Campaign_217,2024-08-13,2024-08-24,Influencer,46-60,13858,893008,84115,16400,21308.42,North,11,0.09,0.19,0.54,Profitable,1.54,Break-even
MKT4996,Campaign_293,2024-07-02,2024-07-26,Radio,26-35,15945,572851,46065,2765,38478.62,East,24,0.08,0.06,1.41,Profitable,2.41,High Return
MKT4997,Campaign_78,2024-11-01,2024-11-27,Email,18-25,7196,316513,48777,3638,9951.73,Central,26,0.15,0.07,0.38,Profitable,1.38,Break-even
MKT4998,Campaign_129,2024-06-23,2024-07-11,Social Media,36-45,4141,78667,5956,603,10285.19,West,18,0.08,0.1,1.48,Profitable,2.48,High Return
MKT4999,Campaign_440,2024-04-02,2024-04-14,Radio,18-25,11919,98337,9290,2200,29033.47,Central,12,0.09,0.24,1.44,Profitable,2.44,High Return
MKT5000,Campaign_231,2024-01-14,2024-02-06,TV,46-60,7469,876865,153797,10883,15585.58,West,23,0.18,0.07,1.09,Profitable,2.09,High Return
MKT5001,Campaign_201,2024-06-01,2024-06-21,Social Media,26-35,14115,942927,62457,6941,34940.82,South,20,0.07,0.11,1.48,Profitable,2.48,High Return
MKT5002,Campaign_438,2024-04-24,2024-05-15,Social Media,26-35,3901,44670,1297,139,4290.4,South,21,0.03,0.11,0.1,Profitable,1.1,Break-even
MKT5003,Campaign_207,2024-08-18,2024-09-07,Radio,18-25,19983,627362,85961,9788,32805.74,East,20,0.14,0.11,0.64,Profitable,1.64,Break-even
MKT5004,Campaign_437,2024-08-17,2024-09-11,Email,26-35,16731,11953,937,154,32643.89,North,25,0.08,0.16,0.95,Profitable,1.95,Break-even
MKT5005,Campaign_190,2024-10-09,2024-10-25,Social Media,18-25,9708,850551,157629,16650,12055.31,North,16,0.19,0.11,0.24,Profitable,1.24,Break-even
MKT5006,Campaign_412,2024-04-08,2024-04-30,TV,26-35,17402,464642,25416,4917,37671.84,West,22,0.05,0.19,1.16,Profitable,2.16,High Return
MKT5007,Campaign_343,2024-06-08,2024-06-27,Radio,18-25,14231,986078,188715,43019,29429.28,North,19,0.19,0.23,1.07,Profitable,2.07,High Return
MKT5008,Campaign_441,2024-08-17,2024-09-02,Radio,26-35,13353,870551,126093,2102,10431.47,North,16,0.14,0.02,-0.22,Loss Making,0.78,Loss
MKT5009,Campaign_298,2024-05-30,2024-06-13,Radio,26-35,3935,654040,109621,9563,4034.51,North,14,0.17,0.09,0.03,Profitable,1.03,Break-even
MKT5010,Campaign_109,2024-11-24,2024-12-24,Google Ads,18-25,16837,577798,104544,2857,27916.64,West,30,0.18,0.03,0.66,Profitable,1.66,Break-even
MKT5011,Campaign_107,2024-09-14,2024-10-09,Social Media,18-25,5535,986278,13333,2111,10774.38,North,25,0.01,0.16,0.95,Profitable,1.95,Break-even
MKT5012,Campaign_315,2024-09-15,2024-10-01,Radio,18-25,13094,941943,9880,2008,26981.71,North,16,0.01,0.2,1.06,Profitable,2.06,High Return
MKT5013,Campaign_500,2024-07-07,2024-08-05,Google Ads,36-45,14952,92444,8557,2536,9297.48,West,29,0.09,0.3,-0.38,Loss Making,0.62,Loss
